Date,Open,High,Low,Close,Volume,Market Cap
Nov-15-2022,0.9990666666666667,0.9995333333333333,0.9987833333333334,0.9989833333333333,88958574108.44444,67669887851.096504
Nov-14-2022,0.9989666666666667,0.9992333333333333,0.9987666666666666,0.9991666666666665,90336934428.44444,67654308148.887955
Nov-13-2022,0.9988999999999999,0.9995333333333333,0.9988333333333334,0.9989666666666667,57240205752.888885,67655248762.82697
Nov-12-2022,0.9987266666666667,0.9990666666666667,0.99836,0.9989333333333333,94247725127.11111,67640534425.44214
Nov-11-2022,0.9983666666666666,0.99894,0.9974000000000001,0.9986633333333333,152787306040.8889,67623463850.14059
Nov-10-2022,0.9990666666666667,0.9992333333333333,0.9910333333333332,0.9984033333333334,233517686215.1111,67607532201.54993
Nov-09-2022,1.0005,1.0005,0.9989666666666667,0.9990666666666668,252625309809.77777,67705806762.0445
Nov-08-2022,1.0003666666666666,1.0008333333333332,1.0001666666666666,1.0005,167698049393.77777,67758097058.5993
Nov-07-2022,1.0003666666666666,1.0004333333333333,1.0002666666666666,1.0003333333333333,103623076864,67747656243.87755
Nov-06-2022,1.0002666666666666,1.0004,1.0001666666666666,1.0004,79826926506.66667,67742812082.09183
Nov-05-2022,1.0002666666666666,1.0003,1.0001333333333333,1.0002333333333333,134360181219.55556,67739778602.13888
Nov-04-2022,1.0002333333333333,1.0003333333333335,1.0001666666666666,1.0002666666666666,130832511914.66667,67740868146.61806
Nov-03-2022,1.0002666666666666,1.0003333333333335,1.0001666666666666,1.0002666666666666,137615593073.77777,67740946531.11293
Nov-02-2022,1.0002333333333333,1.0003333333333335,1.0001,1.0002666666666666,104008846648.88889,67739378841.21484
Nov-01-2022,1.0002,1.0003,1,1.0003,114755587811.55556,67734730640.666595
Oct-31-2022,1.0004666666666666,1.0005,1.0001666666666666,1.0002333333333333,105249305287.11111,67744356256.64144
Oct-30-2022,1.0005,1.0005666666666666,1.0003666666666666,1.0004666666666666,120503892508.44444,67757407275.04408
Oct-29-2022,1.0004333333333333,1.0006666666666666,1.0004,1.0005666666666666,122633534833.77777,67758002997.205444
Oct-28-2022,1.0004,1.0005,1.0003333333333333,1.0004666666666666,121768334364.44444,67752531759.46069
Oct-27-2022,1.0004,1.0005,1.0003333333333333,1.0004,128714896128,67752782589.844574
Oct-26-2022,1.0004,1.0006666666666668,1.0003,1.0004,147558647324.44446,67756427468.85779
Oct-25-2022,1.0002666666666666,1.0004666666666666,1.0001666666666666,1.0004333333333333,83382540117.33333,67744779532.91413
Oct-24-2022,1.0002333333333333,1.0003666666666666,1.0001666666666666,1.0002333333333333,78124504320,67741738214.51151
Oct-23-2022,1.0002,1.0003666666666666,1.0001666666666666,1.0003,46389059441.28223,67740997003.08044
Oct-22-2022,1.0002333333333333,1.0003666666666666,1.0001333333333333,1.0002,64099957802.666664,67741628476.218765
Oct-21-2022,1.0002333333333333,1.000333333333333,1.0001333333333333,1.0002333333333333,74702639744,67739715894.54288
Oct-20-2022,1.0001333333333333,1.0003,1.0000333333333333,1.0002,70059898695.11111,67736102369.3275
Oct-19-2022,1.0001333333333333,1.0002333333333333,1.0001,1.0001333333333333,76707134478.22223,67735828023.595375
Oct-18-2022,1.0001666666666666,1.0002333333333333,1.0000666666666667,1.0001666666666666,80270778979.55556,67735271493.68143
Oct-17-2022,1.0001,1.0002,1.0000333333333333,1.0002,71559440725.33333,67732410459.61703
Oct-16-2022,1.0000333333333333,1.0002,1,1.0001666666666666,47480660695.86063,67729591649.395485
Oct-15-2022,1,1.0001666666666666,0.9999666666666668,1.0000666666666664,71307185066.66667,67729071280.13382
Oct-14-2022,1.0000333333333333,1.0001666666666666,1,1,125738282922.66667,67729071280.133736
Oct-13-2022,1.0001333333333333,1.0002333333333333,1,1.0001333333333333,92669448092.09756,67730220910.28856
Oct-12-2022,0.9999666666666668,1.0001666666666666,0.9999333333333333,1.0000666666666664,70209273370.75958,67726958192.55854
Oct-11-2022,1,1.0001,0.99993,1,83874796970.66667,67724474029.50745
Oct-10-2022,1.0001,1.0001666666666666,0.9999333333333333,1,57482288152.97561,67727955571.074066
Oct-09-2022,1.0001,1.0001666666666666,1,1.0001,42602748472.888885,67730136525.41964
Oct-08-2022,1.0001333333333333,1.0002000000000002,1.0000333333333333,1.0001,60344616524.7108,67731794062.521126
Oct-07-2022,1.0001,1.0001666666666666,0.9999966666666666,1.0001,78630652439.19164,67728757878.71238
Oct-06-2022,1.0001999999999998,1.0001999999999998,1,1.0000666666666664,91354485617.77777,67732919958.833984
Oct-05-2022,1.0001666666666666,1.0002666666666666,1.0000666666666667,1.0001999999999998,87340069774.22223,67736556999.39792
Oct-04-2022,1.0001,1.0002666666666666,1.0000333333333333,1.0001999999999998,82666771200,67734730640.66661
Oct-03-2022,1.0001333333333333,1.0002,1,1.0001,74255995008,67731038730.956085
Oct-02-2022,1.0001,1.0001666666666666,1,1.0001,52916014193.77778,67729690517.64347
Oct-01-2022,1.0001666666666666,1.0002333333333333,1,1.0000666666666664,86441032420.15439,67731467122.848274
Sep-30-2022,1.0001333333333333,1.0002333333333333,1.0000333333333333,1.0001333333333333,106721353159.11111,67732237229.88327
Sep-29-2022,0.9999666666666668,1.0001666666666666,0.9998999999999999,1.0001,111117777009.77777,67728546104.01782
Sep-28-2022,1.0001333333333333,1.0002666666666666,0.9999666666666668,1,130906321509.68642,67732234545.14622
Sep-27-2022,1.0001666666666666,1.0003,1.0000666666666667,1.0001666666666666,118964378567.11111,67736666737.690765
Sep-26-2022,1.0002333333333333,1.0003333333333333,1.0001,1.0001666666666666,94601611927.63763,67738008013.83904
Sep-25-2022,1.0001333333333333,1.0003,1.0001,1.0002,71562014563.55556,67738273619.836395
