Date,Open,High,Low,Close,Volume,Market Cap
Nov-15-2022,1.0000499999999999,1.0001,0.99985,0.99995,4959282126.222222,48451752464.74075
Nov-14-2022,1.0001,1.00055,0.9997499999999999,1,8325640441.777778,48569878218.7594
Nov-13-2022,1.0001,1.00055,1,1.0001,3256346362.6666665,48572728185.677376
Nov-12-2022,0.9999,1.0002,0.9999,1.0001,5759534744.888889,48568824236.91103
Nov-11-2022,0.99985,1.0001,0.9998,0.9999,11483151624.88889,48564237307.90708
Nov-10-2022,0.99995,1,0.9996,0.9998,17152426126.222221,48562137776.065155
Nov-09-2022,0.9999,1.0002499999999999,0.99975,0.9999,16876729521.777779,48561454795.827415
Nov-08-2022,0.99985,1.0030000000000001,0.99885,0.9999,9220499473.777779,48564026511.53742
Nov-07-2022,0.9999,1,0.99985,0.99985,5572120465.777778,48562677414.77151
Nov-06-2022,0.9999,0.99995,0.99985,0.9999,3779756983.111111,48562491913.96622
Nov-05-2022,0.9999,0.99995,0.99985,0.9999,6519430305.777778,48563115871.22043
Nov-04-2022,0.99985,0.99995,0.9998,0.99995,5873200565.333333,48562179935.33908
Nov-03-2022,0.99995,0.99995,0.9998,0.99985,6571455909.333333,48560856134.1376
Nov-02-2022,0.9999,1,0.99985,0.99995,4927831684.444445,48563065280.09175
Nov-01-2022,0.99985,0.99995,0.99975,0.99995,5486442088.888889,48561522250.66562
Oct-31-2022,0.9999,0.99995,0.9998,0.9999,4951586432,48562036593.80771
Oct-30-2022,0.9999,0.99995,0.9997,0.9999,5157984389.333333,48563217053.47785
Oct-29-2022,1,1,0.99975,0.99995,5904671960.888889,48564389081.29325
Oct-28-2022,1,1.0000499999999999,0.9999,0.99995,6442647226.666667,48565603268.382576
Oct-27-2022,0.99995,1,0.9999,1,6978998449.777778,48565240698.62678
Oct-26-2022,0.99995,1,0.99985,0.99995,8447065388.444445,48564954015.56408
Oct-25-2022,0.99995,1.0000499999999999,0.9999,0.99995,4871273179.555555,48564878128.87093
Oct-24-2022,1,1,0.99985,0.99995,4373961800.888889,48565021470.40231
Oct-23-2022,0.99995,1,0.9999,0.99995,2471772711.247387,48564327531.69125
Oct-22-2022,0.9999,1,0.9999,1,3866260623.5555553,48565814064.752304
Oct-21-2022,0.99995,1.0000499999999999,0.9999,0.9999,4311848596.444445,48565443063.14172
Oct-20-2022,0.99995,1,0.9999,0.99995,3888801411.5555553,48564650468.7917
Oct-19-2022,0.9999,1,0.9999,0.9999,4640795234.666667,48564886560.72573
Oct-18-2022,1,1.0000499999999999,0.9999,0.99995,4850558452.444445,48567441412.726234
Oct-17-2022,0.99995,1.0000499999999999,0.99985,1.0000499999999999,4086629488,48563470009.12149
Oct-16-2022,0.99985,0.99995,0.9998,0.99995,3323260355.344948,48562796048.324295
Oct-15-2022,0.9999,0.99995,0.99985,0.9999,4558156512.888889,48562803892.59334
Oct-14-2022,0.99985,0.99995,0.9998,0.9999,7491140467.555555,48562542505.09494
Oct-13-2022,0.99995,0.99995,0.99975,0.99985,5318396866.452962,48562000692.3215
Oct-12-2022,0.99985,0.99995,0.9997,0.9999,4981725546.146341,48562516827.5999
Oct-11-2022,0.9999,1,0.99985,0.99985,4990909646.222222,48562744869.60984
Oct-10-2022,0.9999,1,0.99985,0.99995,3781473474.4529614,48562872199.43091
Oct-09-2022,0.99985,1,0.99985,0.99985,3315643865.7777777,48562812324.44815
Oct-08-2022,0.9999,0.99995,0.99985,0.99985,4469991851.261324,48562939889.30349
Oct-07-2022,0.99985,0.99995,0.9998,0.9999,5855649488.724739,48562279913.04588
Oct-06-2022,0.99995,0.99995,0.99975,0.99985,6349754903.111111,48562188367.19389
Oct-05-2022,0.99985,0.99995,0.99975,0.9999,5606477137.777778,48561825797.4381
Oct-04-2022,0.9999,0.99995,0.9998,0.99985,5610493720,48562483482.11142
Oct-03-2022,0.9999,0.99995,0.9998,0.9999,5637345514.666667,48562078753.081635
Oct-02-2022,0.9999,0.99995,0.99985,0.9999,3910490880,48562930370.41507
Oct-01-2022,0.9999,0.99995,0.99985,0.9999,6137552595.087719,48562567179.36474
Sep-30-2022,0.99995,0.99995,0.99985,0.99985,8181512616.888889,48564439365.17813
Sep-29-2022,0.99985,0.99995,0.99985,0.9999,5248302520.888889,48700854179.9437
Sep-28-2022,0.99995,0.99995,0.99975,0.99995,4448987734.522648,49048407460.13635
Sep-27-2022,0.99995,1,0.99985,0.99995,3954142545.7777777,49251192435.715
