Date,Open,High,Low,Close,Volume,Market Cap
Nov-15-2022,1.4919139754257278,2.0721185060735134,1.3986379117252625,1.8413707980975478,122292357.6111111,235106740.36604184
Nov-14-2022,1.499208525196392,1.8065820566240514,1.2420350118122316,1.493648937850449,295254627,192895011.8207822
Nov-13-2022,2.10069521910221,2.1273579788475097,1.437014832235089,1.4916127339718201,415613000.8888889,243165222.79745585
Nov-12-2022,2.5847892567756467,2.5847892567756467,1.865796883305637,2.0951404000397202,688692248.2222222,289112815.7838657
Nov-11-2022,3.4964447509346086,3.661745897703745,2.4348014447251716,2.585292346497634,1165957746.8888888,405283439.7796193
Nov-10-2022,2.2558498550726656,4.253495897486702,2.123418539919836,3.509871311216358,1593753971.1111112,402246043.3056755
Nov-09-2022,5.475035468440211,6.223123744755942,2.0318736712739414,2.2665322089006006,3522540654.2222223,566377539.9019214
Nov-08-2022,22.1343,22.1343,3.0921286964648393,5.3918476533740005,1907294962.8888888,1995069019.8055806
Nov-07-2022,22.2891,23.1907,21.8124,22.1358,744866928.8888888,2994021811.4634686
Nov-06-2022,24.0588,24.6747,22.0917,22.2842,287276781.9651568,3105610135.2654896
Nov-05-2022,25.4638,25.8118,23.9188,24.0588,90173404.77419356,3389142216.980658
Nov-04-2022,24.3405,25.822946630480878,24.1361,25.4759,96497076.096,3348757671.165274
Nov-03-2022,25.0255,25.3152,24.2919,24.3405,79071694.43317972,3309424857.4446144
Nov-02-2022,25.8748,26.1916,24.9654,25.0585,52304764.46090535,3435983016.5179253
Nov-01-2022,26.0931,26.4019991815664,25.6033,25.8808,82867055.18,3486902860.534732
Oct-31-2022,25.6542,26.474,25.3896,26.041,63860351.55339806,3466475496.173942
Oct-30-2022,25.4487,25.9814,25.3339,25.6265,48974083.354166664,3437763614.686695
Oct-29-2022,24.7902,25.709141581306355,24.7281,25.4236,51277344.08658009,3391837539.008528
Oct-28-2022,24.2563,24.9777,24.0367,24.7834,49299072.76712329,3279669340.979221
Oct-27-2022,24.653,24.8819,24.2073,24.2903,65003995.47598253,3292435367.7593164
Oct-26-2022,23.9026,24.9491,23.8522,24.7035,74182062.84745763,3278561644.294585
Oct-25-2022,22.7965,24.3579,22.7022,23.9026,40438669.055319145,3125126611.386105
Oct-24-2022,23.1349,23.1652,22.6432,22.7828,34955167.81434599,3060243864.65064
Oct-23-2022,22.5829,23.1362,22.4243,23.1362,21745192.731707316,3037162156.9254465
Oct-22-2022,22.4418,22.6429,22.3591,22.5859,27832501.826839827,3016481728.103055
Oct-21-2022,22.4018,22.5589,22.0302,22.4418,36516420.70222222,2998150052.3418527
