Date,Price,Open,High,Low,Vol.,Change %
2019-10-24,8185.80,8180.04,8187.84,8137.66,468.72M,0.81%
2019-10-23,8119.79,8090.24,8122.89,8078.35,457.42M,0.19%
2019-10-22,8104.30,8188.12,8194.62,8101.98,463.31M,-0.72%
2019-10-21,8162.99,8137.42,8164.14,8117.26,482.28M,0.91%
2019-10-18,8089.54,8149.85,8157.36,8045.38,559.75M,-0.83%
2019-10-17,8156.85,8176.91,8183.64,8131.25,488.85M,0.40%
2019-10-16,8124.18,8119.81,8146.15,8103.38,470.30M,-0.30%
2019-10-15,8148.71,8074.85,8166.18,8071.81,447.40M,1.24%
2019-10-14,8048.65,8044.35,8069.85,8036.41,380.78M,-0.10%
2019-10-11,8057.04,8047.34,8115.80,8046.80,549.19M,1.34%
2019-10-10,7950.77,7904.56,7982.85,7899.81,451.97M,0.60%
2019-10-09,7903.73,7895.96,7930.91,7873.52,391.06M,1.02%
2019-10-08,7823.76,7898.27,7921.88,7823.73,478.69M,-1.67%
2019-10-07,7956.28,7956.41,8013.31,7942.08,477.67M,-0.33%
2019-10-04,7982.46,7908.44,7986.62,7899.39,443.55M,1.40%
2019-10-03,7872.25,7787.02,7872.27,7700.00,518.32M,1.12%
2019-10-02,7785.23,7851.13,7852.70,7744.95,629.68M,-1.56%
2019-10-01,7908.67,8026.83,8062.50,7906.29,541.53M,-1.13%
2019-09-30,7999.33,7964.09,8012.16,7949.63,510.05M,0.75%
2019-09-27,7939.63,8047.11,8051.83,7890.28,527.85M,-1.13%
2019-09-26,8030.66,8070.12,8072.11,7991.02,472.49M,-0.58%
2019-09-25,8077.38,7990.66,8095.00,7935.57,532.51M,1.05%
2019-09-24,7993.63,8147.23,8158.84,7969.65,608.62M,-1.46%
2019-09-23,8112.46,8106.49,8135.81,8085.34,473.44M,-0.06%
2019-09-20,8117.67,8184.88,8202.82,8086.16,1.52B,-0.80%
2019-09-19,8182.88,8193.59,8237.43,8174.32,492.92M,0.07%
2019-09-18,8177.39,8174.62,8179.87,8086.22,542.24M,-0.11%
2019-09-17,8186.02,8148.65,8188.23,8139.82,471.62M,0.40%
2019-09-16,8153.54,8121.64,8165.32,8121.25,483.84M,-0.28%
2019-09-13,8176.71,8190.57,8210.20,8165.47,495.64M,-0.22%
2019-09-12,8194.47,8206.58,8243.80,8176.73,557.77M,0.30%
2019-09-11,8169.68,8091.68,8169.68,8081.56,595.76M,1.06%
2019-09-10,8084.15,8049.98,8086.53,8001.69,609.35M,-0.04%
2019-09-09,8087.44,8130.91,8131.65,8052.35,573.75M,-0.19%
2019-09-06,8103.07,8125.58,8134.39,8098.52,478.40M,-0.17%
2019-09-05,8116.83,8061.29,8134.42,8061.29,542.83M,1.75%
2019-09-04,7976.88,7949.81,7981.41,7928.94,509.99M,1.30%
2019-09-03,7874.16,7906.44,7940.37,7847.32,512.49M,-1.11%
2019-08-30,7962.88,8015.16,8017.91,7914.74,467.01M,-0.13%
2019-08-29,7973.39,7945.78,7992.29,7925.83,434.25M,1.48%
2019-08-28,7856.88,7798.35,7866.87,7766.67,420.87M,0.38%
2019-08-27,7826.95,7908.78,7916.83,7795.18,532.80M,-0.34%
2019-08-26,7853.73,7829.58,7856.04,7789.05,446.37M,1.32%
2019-08-23,7751.77,7943.65,8005.34,7730.77,598.42M,-3.00%
2019-08-22,7991.39,8038.79,8048.58,7937.12,456.70M,-0.36%
2019-08-21,8020.21,8017.07,8036.94,7998.50,428.16M,0.90%
2019-08-20,7948.56,7989.36,8010.58,7948.09,452.71M,-0.68%
2019-08-19,8002.81,8006.18,8026.75,7974.36,500.92M,1.35%
2019-08-16,7895.99,7828.35,7907.52,7828.35,543.84M,1.67%
2019-08-15,7766.62,7790.20,7805.93,7716.55,539.47M,-0.09%
2019-08-14,7773.94,7877.33,7900.28,7762.87,637.26M,-3.02%
2019-08-13,8016.36,7863.41,8065.24,7851.58,604.20M,1.95%
2019-08-12,7863.41,7907.49,7924.99,7833.79,536.97M,-1.20%
2019-08-09,7959.14,7997.19,8020.56,7910.35,568.09M,-1.00%
2019-08-08,8039.16,7921.59,8041.12,7896.15,659.54M,2.24%
2019-08-07,7862.83,7747.27,7881.38,7702.42,615.18M,0.38%
2019-08-06,7833.27,7804.51,7845.01,7739.57,564.77M,1.39%
2019-08-05,7726.04,7823.33,7836.45,7662.90,699.01M,-3.47%
2019-08-02,8004.07,8056.42,8068.80,7953.67,584.30M,-1.32%
2019-08-01,8111.12,8190.56,8311.04,8080.52,703.64M,-0.79%
2019-07-31,8175.42,8290.80,8299.83,8110.02,758.73M,-1.19%
2019-07-30,8273.61,8231.77,8295.46,8228.02,510.52M,-0.24%
2019-07-29,8293.33,8325.10,8325.28,8247.37,511.48M,-0.44%
2019-07-26,8330.21,8294.30,8339.64,8291.12,529.37M,1.11%
2019-07-25,8238.54,8294.68,8295.95,8233.40,535.59M,-1.00%
2019-07-24,8321.50,8227.36,8321.81,8226.50,528.51M,0.85%
2019-07-23,8251.40,8242.50,8251.83,8193.89,474.75M,0.58%
2019-07-22,8204.14,8171.99,8218.42,8171.54,491.48M,0.71%
2019-07-19,8146.49,8241.34,8245.78,8144.63,520.02M,-0.74%
2019-07-18,8207.24,8151.76,8215.58,8135.12,487.19M,0.27%
2019-07-17,8185.21,8224.00,8230.67,8184.66,473.28M,-0.46%
2019-07-16,8222.80,8251.66,8259.75,8204.23,473.99M,-0.43%
2019-07-15,8258.18,8263.18,8264.78,8236.27,470.85M,0.17%
2019-07-12,8244.14,8209.20,8245.66,8201.52,500.70M,0.59%
2019-07-11,8196.04,8219.28,8226.18,8171.63,483.49M,-0.08%
2019-07-10,8202.53,8183.19,8228.60,8160.56,508.18M,0.75%
2019-07-09,8141.73,8061.41,8146.98,8061.32,468.36M,0.54%
2019-07-08,8098.38,8112.91,8112.91,8078.39,511.73M,-0.78%
2019-07-05,8161.79,8123.28,8171.97,8093.66,425.69M,-0.10%
2019-07-03,8170.23,8129.57,8170.23,8122.34,408.20M,0.75%
2019-07-02,8109.09,8086.65,8109.37,8063.10,488.38M,0.22%
2019-07-01,8091.16,8145.85,8150.45,8059.29,583.42M,1.06%
2019-06-28,8006.24,7988.76,8010.15,7961.46,1.76B,0.48%
2019-06-27,7967.76,7939.36,7976.58,7935.47,523.93M,0.73%
2019-06-26,7909.97,7933.93,7974.28,7903.07,537.92M,0.32%
2019-06-25,7884.72,8005.27,8007.31,7879.15,547.78M,-1.51%
2019-06-24,8005.70,8040.58,8047.56,8004.63,528.18M,-0.32%
2019-06-21,8031.71,8028.69,8073.02,8011.20,1.20B,-0.24%
2019-06-20,8051.34,8087.45,8088.88,7996.87,528.69M,0.80%
2019-06-19,7987.32,7970.26,7998.59,7930.38,536.80M,0.42%
2019-06-18,7953.88,7920.98,8005.21,7911.67,567.69M,1.39%
2019-06-17,7845.02,7819.43,7865.98,7812.61,502.92M,0.62%
2019-06-14,7796.66,7807.19,7819.21,7778.12,465.37M,-0.52%
2019-06-13,7837.13,7822.56,7848.36,7813.60,460.87M,0.57%
2019-06-12,7792.72,7803.13,7819.16,7773.97,481.74M,-0.38%
2019-06-11,7822.57,7901.04,7909.99,7798.63,534.58M,-0.01%
2019-06-10,7823.17,7798.87,7895.44,7795.76,522.20M,1.05%
2019-06-07,7742.10,7652.97,7767.02,7647.91,516.84M,1.66%
2019-06-06,7615.55,7582.24,7634.12,7546.22,542.41M,0.53%
2019-06-05,7575.48,7585.68,7589.47,7498.17,537.32M,0.64%
2019-06-04,7527.12,7413.94,7529.50,7385.02,619.53M,2.65%
2019-06-03,7333.02,7441.22,7457.66,7292.22,658.41M,-1.61%
2019-05-31,7453.15,7470.95,7506.86,7448.23,590.43M,-1.51%
2019-05-30,7567.72,7565.46,7595.90,7527.66,454.61M,0.27%
2019-05-29,7547.31,7553.02,7581.11,7503.94,579.48M,-0.79%
2019-05-28,7607.35,7655.66,7693.74,7603.76,785.60M,-0.39%
2019-05-24,7637.01,7675.57,7694.15,7631.25,422.81M,0.11%
2019-05-23,7628.28,7660.72,7665.15,7585.32,597.20M,-1.58%
2019-05-22,7750.84,7749.81,7786.33,7738.35,466.48M,-0.45%
2019-05-21,7785.72,7765.57,7804.44,7752.92,500.28M,1.08%
2019-05-20,7702.38,7714.06,7747.27,7678.35,551.65M,-1.46%
2019-05-17,7816.28,7829.03,7918.71,7810.35,579.07M,-1.04%
2019-05-16,7898.05,7832.58,7946.23,7826.67,532.35M,0.97%
2019-05-15,7822.15,7682.80,7838.72,7682.24,503.47M,1.13%
2019-05-14,7734.49,7689.66,7776.20,7665.30,525.13M,1.14%
2019-05-13,7647.02,7720.07,7760.83,7627.23,650.13M,-3.41%
2019-05-10,7916.94,7881.31,7949.34,7759.34,587.10M,0.08%
2019-05-09,7910.59,7853.21,7929.78,7796.16,620.65M,-0.41%
2019-05-08,7943.32,7946.24,8004.49,7923.35,558.26M,-0.26%
2019-05-07,7963.76,8043.52,8070.97,7899.02,617.48M,-1.96%
2019-05-06,8123.29,7981.85,8135.54,7981.85,518.37M,-0.50%
2019-05-03,8164.00,8092.88,8164.71,8084.80,524.43M,1.58%
2019-05-02,8036.77,8046.48,8094.06,7976.77,540.17M,-0.16%
2019-05-01,8049.64,8132.93,8146.00,8048.23,578.26M,-0.57%
2019-04-30,8095.39,8104.91,8124.61,8050.55,582.27M,-0.81%
2019-04-29,8161.85,8147.65,8176.08,8136.41,446.01M,0.19%
2019-04-26,8146.40,8100.28,8146.42,8060.89,504.72M,0.34%
2019-04-25,8118.68,8150.85,8151.85,8075.41,534.96M,0.21%
2019-04-24,8102.02,8122.88,8139.55,8101.70,506.59M,-0.23%
2019-04-23,8120.82,8026.74,8128.88,8023.81,513.60M,1.32%
2019-04-22,8015.27,7969.37,8017.15,7965.90,445.01M,0.22%
2019-04-18,7998.06,7998.44,8002.31,7950.97,561.24M,0.02%
2019-04-17,7996.08,8044.97,8052.40,7973.38,569.99M,-0.05%
2019-04-16,8000.23,8000.57,8017.56,7978.81,504.80M,0.30%
2019-04-15,7976.01,7987.16,7993.33,7933.56,439.60M,-0.10%
2019-04-12,7984.16,7984.15,7992.09,7952.61,470.31M,0.46%
2019-04-11,7947.36,7975.20,7975.20,7933.41,464.50M,-0.21%
2019-04-10,7964.24,7922.73,7965.33,7916.90,500.46M,0.69%
2019-04-09,7909.28,7924.77,7945.55,7897.61,492.39M,-0.56%
2019-04-08,7953.88,7924.89,7955.90,7891.85,500.60M,0.19%
2019-04-05,7938.69,7914.51,7940.45,7909.14,526.60M,0.59%
2019-04-04,7891.78,7894.26,7917.65,7844.96,520.12M,-0.05%
2019-04-03,7895.55,7891.18,7938.26,7870.90,618.18M,0.60%
2019-04-02,7848.69,7824.61,7854.92,7811.28,516.21M,0.25%
2019-04-01,7828.91,7800.24,7831.45,7777.10,533.38M,1.29%
2019-03-29,7729.32,7726.71,7733.62,7688.51,654.73M,0.78%
2019-03-28,7669.17,7660.07,7689.16,7619.82,481.24M,0.34%
2019-03-27,7643.38,7702.05,7712.84,7582.09,553.67M,-0.63%
2019-03-26,7691.52,7700.00,7738.17,7649.21,516.86M,0.71%
2019-03-25,7637.54,7618.98,7662.38,7579.29,516.09M,-0.07%
2019-03-22,7642.67,7800.25,7817.83,7642.57,622.74M,-2.50%
2019-03-21,7838.96,7705.43,7850.10,7705.43,634.29M,1.42%
2019-03-20,7728.97,7721.95,7779.24,7674.04,584.52M,0.06%
2019-03-19,7723.95,7747.40,7767.89,7699.15,632.44M,0.12%
2019-03-18,7714.48,7696.38,7737.67,7677.74,595.69M,0.34%
2019-03-15,7688.53,7658.41,7714.96,7652.03,1.43B,0.76%
2019-03-14,7630.91,7644.79,7653.10,7627.02,590.48M,-0.16%
2019-03-13,7643.40,7621.38,7677.07,7619.46,619.49M,0.69%
2019-03-12,7591.03,7571.85,7611.13,7560.46,543.48M,0.44%
2019-03-11,7558.06,7442.56,7558.23,7442.40,557.76M,2.02%
2019-03-08,7408.14,7334.35,7411.52,7332.92,559.33M,-0.18%
2019-03-07,7421.46,7483.79,7489.08,7397.19,599.91M,-1.13%
2019-03-06,7505.92,7575.38,7579.02,7499.87,558.83M,-0.93%
2019-03-05,7576.36,7582.29,7598.66,7543.54,537.99M,-0.02%
2019-03-04,7577.57,7636.62,7643.66,7501.56,643.15M,-0.23%
2019-03-01,7595.35,7587.45,7603.03,7540.75,611.93M,0.83%
2019-02-28,7532.53,7533.31,7561.90,7516.48,735.11M,-0.29%
2019-02-27,7554.51,7526.42,7562.30,7485.39,584.52M,0.07%
2019-02-26,7549.30,7535.29,7573.22,7524.31,597.66M,-0.07%
2019-02-25,7554.46,7585.30,7602.69,7551.61,597.61M,0.36%
2019-02-22,7527.55,7481.63,7527.55,7479.01,595.34M,0.91%
2019-02-21,7459.71,7475.41,7485.75,7430.89,513.67M,-0.39%
2019-02-20,7489.07,7490.31,7513.70,7455.25,548.58M,0.03%
2019-02-19,7486.77,7450.75,7507.79,7450.27,524.36M,0.19%
2019-02-15,7472.41,7468.57,7477.28,7440.26,606.68M,0.61%
2019-02-14,7426.95,7390.25,7454.42,7375.71,529.29M,0.09%
2019-02-13,7420.38,7437.46,7461.66,7413.84,503.43M,0.08%
2019-02-12,7414.62,7358.85,7419.43,7349.81,515.00M,1.46%
2019-02-11,7307.90,7327.37,7343.56,7290.03,480.65M,0.13%
2019-02-08,7298.20,7232.30,7299.44,7225.14,514.65M,0.14%
2019-02-07,7288.35,7316.50,7336.74,7235.05,568.69M,-1.18%
2019-02-06,7375.28,7400.44,7410.77,7346.72,532.51M,-0.36%
2019-02-05,7402.08,7356.34,7408.69,7355.36,551.12M,0.74%
2019-02-04,7347.54,7266.28,7348.23,7261.07,498.43M,1.15%
2019-02-01,7263.87,7256.37,7299.94,7243.41,639.92M,-0.25%
2019-01-31,7281.74,7208.17,7303.12,7205.94,769.26M,1.37%
2019-01-30,7183.08,7094.79,7201.31,7065.57,610.50M,2.20%
2019-01-29,7028.29,7087.49,7092.29,7011.47,498.85M,-0.81%
2019-01-28,7085.69,7075.01,7086.30,7034.25,582.85M,-1.10%
2019-01-25,7164.86,7128.19,7174.56,7111.09,592.67M,1.29%
2019-01-24,7073.46,7042.25,7078.96,7029.95,574.84M,0.68%
2019-01-23,7025.77,7061.65,7084.85,6953.23,553.19M,0.08%
2019-01-22,7020.36,7109.57,7110.16,6979.81,627.08M,-1.91%
2019-01-18,7157.23,7134.10,7185.38,7096.62,632.26M,1.03%
2019-01-17,7084.46,7010.13,7113.95,7003.62,518.86M,0.71%
2019-01-16,7034.69,7033.75,7079.63,7028.12,511.90M,0.15%
2019-01-15,7023.83,6931.39,7025.85,6928.12,494.72M,1.71%
2019-01-14,6905.91,6908.03,6936.22,6887.48,491.73M,-0.94%
2019-01-11,6971.48,6947.46,6975.65,6933.60,499.27M,-0.21%
2019-01-10,6986.07,6908.65,6991.37,6877.08,532.02M,0.42%
2019-01-09,6957.08,6923.06,6985.22,6899.56,577.67M,0.87%
2019-01-08,6897.00,6893.44,6909.58,6795.86,599.42M,1.08%
2019-01-07,6823.47,6757.53,6855.60,6741.40,623.29M,1.26%
2019-01-04,6738.86,6567.14,6760.69,6554.24,688.19M,4.26%
2019-01-03,6463.50,6584.77,6600.21,6457.13,667.44M,-3.04%
2019-01-02,6665.94,6506.91,6693.71,6506.88,581.37M,0.46%
2018-12-31,6635.28,6649.52,6659.96,6570.06,582.10M,0.77%
2018-12-28,6584.52,6616.79,6684.18,6529.22,526.28M,0.08%
2018-12-27,6579.49,6457.19,6583.01,6336.97,628.65M,0.38%
2018-12-26,6554.35,6257.86,6555.53,6214.34,660.27M,5.84%
2018-12-24,6192.92,6278.49,6355.18,6190.17,405.62M,-2.21%
2018-12-21,6332.99,6573.48,6586.68,6304.63,1.84B,-2.99%
2018-12-20,6528.41,6607.76,6666.20,6447.91,813.45M,-1.63%
2018-12-19,6636.83,6777.59,6868.86,6586.50,746.36M,-2.17%
2018-12-18,6783.91,6809.81,6847.27,6733.71,662.80M,0.45%
2018-12-17,6753.73,6886.46,6931.81,6710.01,690.84M,-2.27%
2018-12-14,6910.66,6986.37,7027.17,6898.99,564.08M,-2.26%
2018-12-13,7070.33,7135.28,7154.64,7034.82,525.89M,-0.39%
2018-12-12,7098.31,7127.00,7197.29,7096.56,600.53M,0.95%
2018-12-11,7031.83,7121.65,7129.83,6983.01,535.38M,0.16%
2018-12-10,7020.52,6959.63,7047.62,6878.98,587.31M,0.74%
2018-12-07,6969.25,7163.49,7205.37,6945.27,635.82M,-3.05%
2018-12-06,7188.26,7017.05,7189.52,6984.34,727.61M,0.42%
2018-12-04,7158.43,7407.95,7421.11,7150.11,695.88M,-3.80%
2018-12-03,7441.51,7486.13,7486.51,7392.22,695.88M,1.51%
2018-11-30,7330.54,7279.30,7332.79,7255.68,862.98M,0.79%
2018-11-29,7273.08,7267.37,7319.96,7217.69,486.98M,-0.25%
2018-11-28,7291.59,7135.08,7292.71,7090.98,600.77M,2.95%
2018-11-27,7082.70,7041.23,7105.14,7014.36,520.41M,0.01%
2018-11-26,7081.85,7026.50,7083.93,7003.12,513.76M,2.06%
2018-11-23,6938.98,6919.52,6987.89,6919.16,272.71M,-0.48%
2018-11-21,6972.25,6985.51,7029.93,6951.62,482.97M,0.92%
2018-11-20,6908.82,6867.43,6994.75,6830.76,667.77M,-1.70%
2018-11-19,7028.48,7217.24,7224.12,7011.40,627.83M,-3.03%
2018-11-16,7247.87,7193.60,7274.86,7171.70,697.93M,-0.15%
2018-11-15,7259.03,7112.83,7274.26,7072.36,646.33M,1.72%
2018-11-14,7136.39,7265.39,7285.57,7101.17,630.16M,-0.90%
2018-11-13,7200.88,7230.69,7319.11,7182.86,594.98M,0.00%
2018-11-12,7200.87,7364.05,7371.09,7193.77,596.55M,-2.78%
2018-11-09,7406.90,7468.51,7474.34,7349.48,612.79M,-1.65%
2018-11-08,7530.89,7544.17,7566.93,7499.71,599.94M,-0.53%
2018-11-07,7570.75,7446.09,7572.93,7435.87,641.10M,2.64%
2018-11-06,7375.96,7326.07,7400.64,7320.89,554.21M,0.64%
2018-11-05,7328.85,7344.08,7349.23,7255.88,562.30M,-0.38%
2018-11-02,7356.99,7424.02,7466.53,7298.68,713.26M,-1.04%
2018-11-01,7434.06,7327.82,7435.88,7286.50,684.15M,1.75%
2018-10-31,7305.90,7276.62,7368.49,7270.63,761.54M,2.01%
2018-10-30,7161.65,7017.87,7166.84,7001.48,675.85M,1.58%
2018-10-29,7050.29,7272.42,7295.61,6922.83,692.71M,-1.63%
2018-10-26,7167.21,7125.18,7283.32,7057.00,719.21M,-2.07%
2018-10-25,7318.34,7197.49,7364.82,7178.54,683.41M,2.95%
2018-10-24,7108.40,7423.21,7435.69,7099.00,719.97M,-4.43%
2018-10-23,7437.54,7328.55,7472.58,7260.13,666.07M,-0.42%
2018-10-22,7468.63,7486.74,7520.53,7424.74,546.42M,0.26%
2018-10-19,7449.03,7530.15,7582.89,7428.30,633.90M,-0.48%
2018-10-18,7485.14,7616.47,7616.86,7452.46,591.76M,-2.06%
2018-10-17,7642.70,7669.26,7670.49,7563.09,546.26M,-0.04%
2018-10-16,7645.49,7501.78,7658.14,7493.44,604.95M,2.89%
2018-10-15,7430.74,7473.33,7500.93,7400.07,515.72M,-0.88%
2018-10-12,7496.89,7507.84,7516.69,7368.33,655.73M,2.29%
2018-10-11,7329.06,7388.07,7493.21,7274.04,760.28M,-1.25%
2018-10-10,7422.05,7694.08,7701.20,7420.56,758.01M,-4.08%
2018-10-09,7738.02,7728.51,7799.75,7718.95,562.09M,0.03%
2018-10-08,7735.95,7747.10,7797.32,7654.84,551.10M,-0.67%
2018-10-05,7788.45,7874.76,7902.67,7715.97,624.60M,-1.16%
2018-10-04,7879.51,7993.33,7997.17,7833.16,764.99M,-1.81%
2018-10-03,8025.09,8034.65,8053.93,8012.03,693.99M,0.32%
2018-10-02,7999.55,8024.48,8054.15,7983.99,559.02M,-0.47%
2018-10-01,8037.30,8091.50,8107.38,8019.77,543.43M,-0.11%
2018-09-28,8046.35,8024.50,8065.06,8015.86,603.13M,0.05%
2018-09-27,8041.97,8021.22,8071.56,8017.91,484.63M,0.65%
2018-09-26,7990.37,8011.68,8067.03,7982.77,522.53M,-0.21%
2018-09-25,8007.47,8001.59,8014.12,7979.29,541.53M,0.18%
2018-09-24,7993.25,7939.38,7997.90,7912.47,584.17M,0.08%
2018-09-21,7986.95,8041.69,8057.26,7979.67,1.61B,-0.51%
2018-09-20,8028.23,7993.53,8039.06,7986.40,534.96M,0.98%
2018-09-19,7950.04,7962.55,7976.12,7917.73,494.99M,-0.08%
2018-09-18,7956.11,7903.57,7986.10,7901.01,521.30M,0.76%
2018-09-17,7895.79,7992.21,8002.78,7890.07,565.45M,-1.43%
2018-09-14,8010.04,8026.16,8040.83,7979.78,487.34M,-0.05%
2018-09-13,8013.71,7999.93,8037.51,7989.85,522.07M,0.75%
2018-09-12,7954.23,7958.87,7965.39,7884.05,536.24M,-0.23%
2018-09-11,7972.47,7894.87,7986.32,7880.93,500.45M,0.61%
2018-09-10,7924.16,7939.57,7945.03,7890.39,477.69M,0.27%
2018-09-07,7902.54,7878.79,7962.53,7873.93,498.04M,-0.25%
2018-09-06,7922.73,7998.27,8001.97,7885.49,539.13M,-0.91%
2018-09-05,7995.17,8073.53,8077.84,7962.35,608.42M,-1.19%
2018-09-04,8091.25,8087.95,8104.07,8042.14,516.56M,-0.23%
2018-08-31,8109.54,8079.31,8119.82,8079.31,487.91M,0.26%
2018-08-30,8088.36,8094.20,8133.30,8069.57,441.39M,-0.26%
2018-08-29,8109.69,8044.34,8113.56,8042.10,428.41M,0.99%
2018-08-28,8030.04,8039.01,8046.31,8009.59,453.27M,0.15%
2018-08-27,8017.90,7989.64,8024.94,7976.60,511.44M,0.91%
2018-08-24,7945.98,7907.81,7949.71,7907.10,437.25M,0.86%
2018-08-23,7878.46,7886.47,7926.32,7866.53,428.23M,-0.13%
2018-08-22,7889.10,7844.04,7897.63,7840.84,383.82M,0.38%
2018-08-21,7859.17,7840.09,7897.68,7836.79,427.06M,0.49%
2018-08-20,7821.01,7834.37,7837.14,7787.90,411.86M,0.06%
2018-08-17,7816.33,7786.64,7830.78,7752.68,481.16M,0.13%
2018-08-16,7806.52,7826.95,7849.67,7795.74,468.96M,0.42%
2018-08-15,7774.12,7810.02,7832.66,7732.69,535.19M,-1.23%
2018-08-14,7870.89,7847.88,7878.23,7815.50,451.62M,0.65%
2018-08-13,7819.71,7848.00,7888.66,7814.27,433.65M,-0.25%
2018-08-10,7839.11,7834.71,7866.19,7818.37,485.57M,-0.67%
2018-08-09,7891.78,7886.52,7923.35,7881.06,451.62M,0.04%
2018-08-08,7888.33,7880.00,7901.69,7864.46,474.70M,0.06%
2018-08-07,7883.66,7878.62,7898.20,7868.65,514.39M,0.31%
2018-08-06,7859.68,7809.54,7859.68,7801.88,493.69M,0.61%
2018-08-03,7812.02,7819.23,7824.06,7783.30,477.35M,0.12%
2018-08-02,7802.69,7659.52,7808.85,7659.52,491.31M,1.24%
2018-08-01,7707.29,7701.82,7732.68,7670.71,531.48M,0.46%
2018-07-31,7671.79,7654.59,7709.49,7614.84,566.03M,0.55%
2018-07-30,7630.00,7735.27,7740.26,7604.24,503.87M,-1.39%
2018-07-27,7737.42,7889.75,7889.75,7698.96,520.00M,-1.46%
2018-07-26,7852.19,7848.04,7881.30,7834.08,521.68M,-1.01%
2018-07-25,7932.24,7839.09,7933.31,7838.76,465.42M,1.17%
2018-07-24,7840.77,7914.35,7928.79,7814.33,470.76M,-0.01%
2018-07-23,7841.87,7806.93,7846.76,7776.55,395.31M,0.28%
2018-07-20,7820.20,7843.08,7860.25,7815.86,464.63M,-0.07%
2018-07-19,7825.30,7829.80,7849.85,7811.15,434.39M,-0.37%
2018-07-18,7854.44,7859.43,7863.77,7822.83,437.89M,-0.01%
2018-07-17,7855.12,7751.98,7867.15,7749.60,406.40M,0.63%
2018-07-16,7805.72,7831.74,7838.82,7791.98,429.29M,-0.26%
2018-07-13,7825.98,7827.62,7843.52,7803.34,413.13M,0.03%
2018-07-12,7823.92,7752.71,7825.67,7746.76,453.33M,1.39%
2018-07-11,7716.61,7698.51,7748.16,7696.58,420.72M,-0.55%
2018-07-10,7759.20,7770.63,7777.48,7731.98,419.19M,0.04%
2018-07-09,7756.20,7731.74,7757.28,7702.06,453.76M,0.88%
2018-07-06,7688.39,7595.93,7695.81,7588.65,431.50M,1.34%
2018-07-05,7586.43,7550.65,7589.19,7511.43,471.53M,1.12%
2018-07-03,7502.67,7593.63,7594.33,7498.50,298.41M,-0.86%
2018-07-02,7567.69,7451.90,7568.10,7443.10,447.15M,0.76%
2018-06-29,7510.30,7544.13,7573.59,7502.95,634.63M,0.09%
2018-06-28,7503.68,7438.11,7526.07,7419.56,512.33M,0.79%
2018-06-27,7445.09,7586.33,7610.67,7444.17,537.35M,-1.54%
2018-06-26,7561.63,7553.74,7597.49,7527.00,496.22M,0.39%
2018-06-25,7532.01,7631.12,7639.73,7477.73,595.36M,-2.09%
2018-06-22,7692.82,7739.69,7739.71,7679.12,1.67B,-0.26%
2018-06-21,7712.95,7800.30,7803.45,7699.19,549.36M,-0.88%
2018-06-20,7781.52,7764.15,7806.60,7755.48,513.78M,0.72%
2018-06-19,7725.59,7658.47,7727.41,7635.73,577.30M,-0.28%
2018-06-18,7747.02,7692.96,7749.36,7676.83,522.21M,0.01%
2018-06-15,7746.38,7725.03,7755.72,7704.34,1.22B,-0.19%
2018-06-14,7761.04,7723.53,7768.60,7723.53,532.09M,0.85%
2018-06-13,7695.70,7713.90,7748.96,7686.65,552.68M,-0.11%
2018-06-12,7703.79,7673.87,7708.25,7669.53,474.86M,0.57%
2018-06-11,7659.93,7647.23,7677.29,7642.87,451.37M,0.19%
2018-06-08,7645.51,7607.73,7653.57,7595.14,467.61M,0.14%
2018-06-07,7635.07,7697.41,7697.41,7597.66,505.79M,-0.70%
2018-06-06,7689.24,7652.81,7691.65,7622.31,502.98M,0.67%
2018-06-05,7637.86,7621.36,7644.48,7602.38,480.10M,0.41%
2018-06-04,7606.46,7570.08,7607.17,7561.20,527.78M,0.69%
2018-06-01,7554.33,7487.66,7557.38,7487.23,523.74M,1.51%
2018-05-31,7442.12,7455.58,7492.42,7431.41,724.94M,-0.27%
2018-05-30,7462.45,7428.41,7473.81,7423.67,487.10M,0.89%
2018-05-29,7396.59,7398.51,7435.13,7354.29,479.26M,-0.50%
2018-05-25,7433.85,7422.20,7452.85,7415.58,386.02M,0.13%
2018-05-24,7424.43,7421.99,7435.38,7357.50,428.96M,-0.02%
2018-05-23,7425.95,7335.03,7426.78,7334.61,445.08M,0.64%
2018-05-22,7378.45,7420.85,7432.53,7370.33,434.48M,-0.21%
2018-05-21,7394.04,7406.34,7431.83,7368.20,443.54M,0.54%
2018-05-18,7354.34,7364.34,7381.16,7343.97,484.55M,-0.38%
2018-05-17,7382.47,7379.58,7425.39,7350.46,416.15M,-0.21%
2018-05-16,7398.30,7356.22,7413.32,7356.16,474.87M,0.63%
2018-05-15,7351.63,7361.30,7363.52,7320.97,493.49M,-0.81%
2018-05-14,7411.31,7429.45,7458.42,7401.89,489.17M,0.11%
2018-05-11,7402.88,7393.97,7417.67,7372.26,484.84M,-0.03%
2018-05-10,7404.98,7355.90,7414.15,7353.63,490.34M,0.89%
2018-05-09,7339.90,7281.53,7344.80,7259.05,521.10M,1.00%
2018-05-08,7266.90,7255.34,7278.81,7224.70,501.79M,0.02%
2018-05-07,7265.21,7241.82,7291.74,7235.76,465.63M,0.77%
2018-05-04,7209.62,7065.67,7228.26,7057.89,490.02M,1.71%
2018-05-03,7088.15,7065.03,7112.59,6991.14,525.37M,-0.18%
