Date,Price,Open,High,Low,Vol.,Change %
2022-08-26,1736.86,1758.55,1759.31,1733.83,,-1.23%
2022-08-25,1758.44,1751.55,1765.93,1749.71,,0.43%
2022-08-24,1750.89,1748.55,1755.88,1742.29,,0.18%
2022-08-23,1747.67,1736.40,1754.28,1730.52,,0.69%
2022-08-22,1735.70,1747.05,1749.31,1727.51,,-0.69%
2022-08-19,1747.83,1759.30,1759.88,1745.19,,-0.59%
2022-08-18,1758.20,1761.63,1772.59,1755.37,,-0.16%
2022-08-17,1761.05,1775.98,1782.63,1759.58,,-0.82%
2022-08-16,1775.54,1779.74,1783.37,1771.33,,-0.21%
2022-08-15,1779.36,1802.05,1802.53,1772.75,,-1.24%
2022-08-12,1801.76,1790.06,1802.86,1784.52,,0.69%
2022-08-11,1789.45,1792.39,1799.40,1783.24,,-0.15%
2022-08-10,1792.13,1794.21,1807.90,1787.32,,-0.11%
2022-08-09,1794.08,1789.21,1800.45,1782.85,,0.31%
2022-08-08,1788.52,1773.57,1790.26,1770.94,,0.81%
2022-08-05,1774.15,1791.16,1795.29,1764.88,,-0.94%
2022-08-04,1790.97,1765.34,1795.29,1763.00,,1.48%
2022-08-03,1764.90,1760.53,1772.90,1754.33,,0.29%
2022-08-02,1759.75,1772.23,1788.24,1759.86,,-0.68%
2022-08-01,1771.73,1765.05,1775.22,1758.05,,0.37%
2022-07-29,1765.22,1755.81,1768.17,1752.19,,0.58%
2022-07-28,1755.11,1734.61,1757.43,1733.59,,1.22%
2022-07-27,1733.89,1717.41,1740.60,1711.46,,0.98%
2022-07-26,1717.00,1719.69,1728.36,1713.20,,-0.10%
2022-07-25,1718.78,1728.15,1736.43,1714.57,,-0.44%
2022-07-22,1726.46,1718.61,1739.28,1712.93,,0.46%
2022-07-21,1718.49,1696.73,1720.69,1680.78,,1.30%
2022-07-20,1696.43,1711.30,1714.94,1692.53,,-0.86%
2022-07-19,1711.07,1709.27,1718.64,1704.96,,0.12%
2022-07-18,1709.01,1707.94,1724.05,1705.89,,0.13%
2022-07-15,1706.78,1709.81,1716.92,1698.82,,-0.16%
2022-07-14,1709.45,1735.70,1736.94,1697.48,,-1.49%
2022-07-13,1735.23,1726.17,1745.54,1707.38,,0.55%
2022-07-12,1725.81,1733.99,1743.49,1722.93,,-0.45%
2022-07-11,1733.67,1742.86,1744.92,1731.01,,-0.47%
2022-07-08,1741.82,1740.05,1752.50,1733.24,,0.13%
2022-07-07,1739.61,1738.93,1749.14,1735.95,,0.08%
2022-07-06,1738.30,1764.87,1773.06,1731.75,,-1.48%
2022-07-05,1764.35,1808.74,1812.42,1763.48,,-2.47%
